Image Name,Dart X,Dart Y,Target X,Target Y
0_frame_0_1714406731.377089.png,238.98051948051952,193.52597402597394,342.87662337662346,192.22727272727263
10_frame_0_1714406978.238029.png,116.90259740259742,288.3311688311688,342.87662337662346,190.92857142857133
11_frame_0_1714406994.934280.png,254.5649350649351,177.94155844155836,342.87662337662346,190.92857142857133
12_frame_0_1714407009.887718.png,29.889610389610397,32.48701298701292,344.17532467532476,189.62987012987003
13_frame_0_1714407028.508714.png,15.603896103896119,18.201298701298583,346.77272727272737,189.62987012987003
14_frame_0_1714407046.115905.png,248.07142857142864,148.0714285714285,346.77272727272737,187.03246753246748
15_frame_0_1714407060.997334.png,433.78571428571445,103.9155844155843,349.37012987013,188.33116883116878
16_frame_0_1714407077.355548.png,258.461038961039,110.40909090909082,250.66883116883125,257.1623376623376
17_frame_0_1714407094.040710.png,188.33116883116887,177.94155844155836,249.37012987012994,253.2662337662337
18_frame_0_1714407108.704161.png,263.6558441558442,158.46103896103887,249.37012987012994,253.2662337662337
19_frame_0_1714407126.437062.png,7.811688311688329,9.110389610389461,251.96753246753255,253.2662337662337
1_frame_0_1714406761.287085.png,240.27922077922082,194.82467532467524,345.47402597402606,190.92857142857133
20_frame_0_1714407141.473042.png,14.305194805194816,7.811688311688158,249.37012987012994,257.1623376623376
21_frame_0_1714407163.536510.png,371.448051948052,76.64285714285705,249.37012987012994,253.2662337662337
22_frame_0_1714407178.040156.png,11.707792207792224,6.512987012986855,249.37012987012994,253.2662337662337
23_frame_0_1714407234.832746.png,270.1493506493507,125.9935064935064,251.96753246753255,253.2662337662337
24_frame_0_1714407252.421695.png,11.707792207792224,9.110389610389461,250.66883116883125,254.564935064935
25_frame_0_1714407276.482512.png,485.73376623376635,51.96753246753235,251.96753246753255,251.9675324675324
26_frame_0_1714407293.789645.png,245.47402597402603,200.01948051948045,251.96753246753255,250.6688311688311
27_frame_0_1714407313.984597.png,264.9545454545455,201.31818181818176,249.37012987012994,253.2662337662337
28_frame_0_1714407328.994657.png,140.27922077922082,251.9675324675324,251.96753246753255,248.0714285714285
29_frame_0_1714407344.217882.png,11.707792207792224,11.707792207792068,251.96753246753255,253.2662337662337
2_frame_0_1714406803.642145.png,219.50000000000003,168.8506493506493,345.47402597402606,185.73376623376618
30_frame_0_1714407369.866098.png,411.7077922077923,85.73376623376612,251.96753246753255,250.6688311688311
31_frame_0_1714407384.499749.png,11.707792207792224,6.512987012986855,248.07142857142864,253.2662337662337
32_frame_0_1714407403.872305.png,303.9155844155845,174.04545454545445,161.05844155844161,305.21428571428567
33_frame_0_1714407421.336482.png,336.38311688311694,63.65584415584408,366.2532467532468,74.04545454545445
34_frame_0_1714407438.025414.png,380.53896103896113,81.83766233766227,518.2012987012988,61.05844155844147
35_frame_0_1714407451.780985.png,289.62987012987014,148.0714285714285,410.409090909091,103.9155844155843
36_frame_0_1714407465.947218.png,264.9545454545455,177.94155844155836,244.17532467532473,311.7077922077922
37_frame_0_1714407479.722540.png,325.9935064935065,62.357142857142776,338.98051948051955,122.09740259740249
38_frame_0_1714407493.318491.png,241.57792207792212,177.94155844155836,531.1883116883118,118.20129870129864
39_frame_0_1714407507.645962.png,298.72077922077926,159.75974025974017,440.27922077922085,313.0064935064935
3_frame_0_1714406834.530554.png,192.22727272727278,314.3051948051948,348.07142857142867,189.62987012987003
40_frame_0_1714407525.574103.png,211.70779220779227,235.08441558441552,119.50000000000003,320.79870129870125
41_frame_0_1714407539.330209.png,224.69480519480524,228.590909090909,129.88961038961043,316.90259740259734
42_frame_0_1714407591.873707.png,11.707792207792224,13.00649350649337,285.73376623376635,157.16233766233756
43_frame_0_1714407615.426128.png,313.0064935064936,162.35714285714278,379.24025974025983,159.75974025974017
44_frame_0_1714407632.088222.png,384.43506493506504,244.1753246753246,476.6428571428572,294.82467532467524
45_frame_0_1714407646.693161.png,13.006493506493527,11.707792207792068,367.5519480519481,288.3311688311688
46_frame_0_1714407661.797820.png,338.98051948051955,203.91558441558436,267.5519480519481,270.1493506493506
47_frame_0_1714407674.834545.png,213.00649350649357,171.4480519480519,185.73376623376626,215.60389610389603
48_frame_0_1714407687.613239.png,549.37012987013,67.55194805194793,506.5129870129871,75.34415584415575
49_frame_0_1714407702.183830.png,15.603896103896119,11.707792207792068,438.98051948051955,67.55194805194793
4_frame_0_1714406876.106809.png,237.68181818181822,213.00649350649343,348.07142857142867,185.73376623376618
50_frame_0_1714407717.868314.png,298.72077922077926,376.6428571428571,348.07142857142867,385.73376623376623
51_frame_0_1714407732.285922.png,9.110389610389632,11.707792207792068,436.38311688311694,111.70779220779212
52_frame_0_1714407749.825372.png,379.24025974025983,92.22727272727263,435.08441558441575,231.18831168831161
53_frame_0_1714407767.611750.png,405.2142857142858,210.40909090909082,394.82467532467535,61.05844155844147
54_frame_0_1714407782.631896.png,9.110389610389632,11.707792207792068,255.8636363636364,144.1753246753246
55_frame_0_1714407804.236391.png,303.9155844155845,124.6948051948051,557.1623376623378,105.21428571428561
56_frame_0_1714407819.950597.png,197.422077922078,207.81168831168821,119.50000000000003,320.79870129870125
57_frame_0_1714407838.713620.png,393.52597402597405,193.52597402597394,538.9805194805197,206.51298701298697
58_frame_0_1714407851.977404.png,14.305194805194816,13.00649350649337,351.9675324675326,77.94155844155836
59_frame_0_1714407866.505631.png,9.110389610389632,11.707792207792068,363.6558441558442,187.03246753246748
5_frame_0_1714406894.633109.png,353.2662337662339,122.09740259740249,348.07142857142867,187.03246753246748
60_frame_0_1714407882.027884.png,503.9155844155846,188.33116883116878,472.7467532467533,215.60389610389603
61_frame_0_1714407901.728020.png,283.13636363636374,168.8506493506493,348.07142857142867,211.70779220779212
62_frame_0_1714407923.560971.png,253.2662337662338,170.1493506493506,344.17532467532476,216.90259740259734
63_frame_0_1714407951.149817.png,127.29220779220782,279.24025974025966,135.0844155844156,338.98051948051943
64_frame_0_1714407968.997908.png,280.53896103896113,100.01948051948045,363.6558441558442,92.22727272727263
65_frame_0_1714407983.495356.png,9.110389610389632,7.811688311688158,206.51298701298705,185.73376623376618
66_frame_0_1714408000.927318.png,10.40909090909092,14.305194805194674,241.57792207792212,213.00649350649343
67_frame_0_1714408016.823241.png,127.29220779220782,264.9545454545454,363.6558441558442,362.3571428571428
6_frame_0_1714406909.228682.png,162.35714285714292,211.70779220779212,349.37012987013,189.62987012987003
7_frame_0_1714406930.743077.png,514.3051948051949,246.7727272727272,342.87662337662346,190.92857142857133
8_frame_0_1714406945.440802.png,267.5519480519481,119.49999999999989,351.9675324675326,185.73376623376618
9_frame_0_1714406959.130348.png,180.5389610389611,209.11038961038952,346.77272727272737,190.92857142857133
